,text,task1,task2,language
258,"@emma_finance Morning, If I've exclude a transaction is there away to unexclue it?",1,1,0
259,"RT @pjmsplumplips: The worst ending ive ever seen!! BRAN?????? this is bullshit
#GameOfThronesFinale",0,3,0
260,"@rosstmiller Yup. As I said, we don't know exactly what she's upset about as she hasn't told us",1,1,0
261,"nerf bastion', 'i bet he doesnt kiss ya' and 'if you dont like furries go away' are phrases eternally engraved into my soul",1,1,0
262,RT @AwestruckVox: Daily reminder the MCU’s treatment of Black Widow is fucking ass,0,3,0
263,They’re waiting in line at Inkigayo to get their sandwiches,1,1,0
264,"RT @zerenlogy: hi i need mutuals so please if you stan

&gt;&gt;&gt;&gt;nex7&lt;&lt;&lt;&lt; 
nine percent
unine
mr tyger
oner
mr-x
rocket girls
snh48
wayv
luhan,…",1,1,0
265,RT @Yosiefff: wow fck the Oregonian and that’s on everything. https://t.co/G6C1ZIWquy,0,3,0
266,@maddiesimonx @AJRBrothers Fucking amazing,0,3,0
267,RT @esnypilots: here’s the rest of it @the1975 https://t.co/4Mvb2wgxat,1,1,0
268,"RT @LittleOne1_: confession no 1:

""Little bit tired today cuz homework and i need to wake up fast tomorrow, i hope im doing fine with myse…",1,1,0
269,"@SaraCarterDC @RepJerryNadler Rep Nadler, This patriotic American supports President Trump, so you’re gonna have to… https://t.co/DB9XryhJWY",1,1,0
270,@Nark_y I-I WON'T GO IN THERE EITHER,1,1,0
271,@_mariannecar @pinchpunchpost Wish I'd have thought of it! Glad you decided to do it! 👍👍,1,1,0
272,"@thekidpink This is such an accurate statement, you’re the most loyal queen 👑",1,1,0
273,"@brandeebabyyy 😌 I can agree to that, and we get along too! Lol",1,1,0
274,THE SCREAMS ARE ON ANOTHER LEVEL I CAN TELL THEYRE SEEING @BTS_twt #BTSonE #BBMAs,1,1,0
275,RT @Dear_Katsuki_: Any of y'all who forgive James Charles are forgetting that he's a racist transphobic motherfucker. Don't forgive him.,0,3,0
276,@BreakoutNET Makasih udah nayangin the biggest boyband in the whole world BTS di breakout! I purple you! (Means i l… https://t.co/eUmqUJMp7R,1,1,0
277,RT @juliannarvivas: NOBODY GETS CHEATED ON MORE THEN A BITCH THAT TALK ABOUT THEY MAN ALL DAY 🤣😭,0,3,0
278,RT @taegisnt: HELLO WHAT THE FUCK https://t.co/lPXqbq35Lh,0,3,0
279,RT @OmeoMusic: how the fuck do i stop thinking about you constantly,0,3,0
280,@tr3glove For sure for me is ppl that do shit that tries to be cool or always tryna be a tough guy or using being a… https://t.co/VlAHQjotmT,1,1,0
281,WHO DID THAT? ARIANA FUCKING GRANDE DID THAT BITCH,0,2,0
282,"““What do we do if a migrant has come from a country without a functioning government? Think Somalia, Eritrea, Yeme… https://t.co/frL2Ucho5M",1,1,0
283,"i need to get strapped down, any mommies volunteer",1,1,0
284,@ngreyy_ Don’t bring me into this it’s you’re own personal problem.,1,1,0
285,@mitchellvii @JohnBrennan Brennan always looks like he’s smelling bad fish.  He’s bitter and angry ... probably bec… https://t.co/hYdYaHgui0,0,2,0
286,"RT @eldeen0: Scroll down
⠀

⠀⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀
now you’re obligated to rt and rep…",1,1,0
287,@funder @tifffuxxsake Do it,1,1,0
288,"Thanks for the info ___ I already knew , God’s got a good plan and He’s working it all out Nothing surprise God He’… https://t.co/ZScV2EB92i",1,1,0
289,RT @philsadelphia: me after getting my popcorn ready for jeffree’s video and then hearing him say he’s not posting receipts https://t.co/lY…,1,1,0
290,Lil' mama got a fatty I'm lovin ya waste line / Just like that you'll get them dollaz if ya wine https://t.co/Xgl8stYWnD,1,1,0
291,@sunrickbell Holy Smoke Batman - will this mean he is shelving his $4 billion tax cut gift to Alberta's most profitable corporations?!,1,1,0
292,"Playing against Luis Suarez must be so annoying, he’s such a little shit 😂",0,2,0
293,I think I want to spend a day at the spa for my birthday.,1,1,0
294,Best. (Obvs I can say this because my kid is almost 11 and thank fuck isn’t as problematic as it was in the early d… https://t.co/cXDde9l3r0,0,3,0
295,RT @FuckMeFistMeLuv: Pounding my booty down on that fat fucker. https://t.co/qIMTQzbT8V,0,2,0
296,i want a steve or bucky or stevebucky @ but yall keep saying the only ones i can find suck,0,3,0
297,"RT @forwardarc: Based on  your tax returns just for 10 years, NY Times concludes you were a  terrible business man (a total loser, in fact…",1,1,0
298,@MiguelSantosIII @tamwelsh Yes. Unfortunately they are very stupid.,0,0,0
299,RT @cloutmonger: Cersei in hell watching Dany ass get assassinated like #TheFinalEpisode #GameOfThrones #GoT #demthrones https://t.co/jnvOM…,0,3,0
300,RT @softangelporn: anyways here’s my ass. goodnight. https://t.co/k4sxzOLPcw,0,3,0
301,"RT @blusoIe: i suck at texting unless:

1. we’re in a relationship 

2. i like you

3. me &amp; you are close af",0,3,0
302,"RT @ReneeCarrollAZ: Just when you think the topic of abortion couldn't get any more vile, Alabama Democratic State Rep John Roberts comes a…",1,1,0
303,@SuzanneEvans1 You’re right...don’t vote.,1,1,0
304,"RT @xoshayyj: Believe me when I say this. I don’t have beef with any female! Your mad, you don’t like me &amp; me? I just don’t fucking care!",0,3,0
305,RT @theaccolonn: How fucking cool is this? https://t.co/lqU04X13WR,0,3,0
306,"Watch it: https://t.co/kSpThXwB4y
Striking wife in bikini Tori Black fucking fervently on the couch... https://t.co/GaYbDVK1hP",0,2,0
307,RT @rodriguez_sage: Can’t fuck with a nigga that make everybody feel special,0,3,0
308,"RT @TweetPotato314: billy joel: they sit at the bar

duck: meh

billy joel: and put bread in my jar

duck: ok fuck, here we go",0,3,0
309,Why can't I enjoy one fucking game or show without having someone ruin it for me?,0,3,0
310,@MSNBC Thank God for Trump. President after President promised to address this problem and NOBODY stepped up........except Trump.,1,1,0
311,Frenchie Fry Erasers - for those dog loving stationery addicts out there!! Great gifts for any age and will look su… https://t.co/KXw2TqVBFE,1,1,0
312,"RT @realDonaldTrump: Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS, the gre…",1,1,0
313,Fuck the light. https://t.co/GBE3zI6M3l,0,3,0
314,RT @iMali___: I suck at remembering names but the faces of people I've met I rarely ever forget.,0,3,0
315,RT @__hipstaaa: niggas that’s not in college be going from school to school like they on tour or some shit 😂,0,3,0
316,I think I’m boutta fw Waffle House,1,1,0
317,"@GeorgeBurkeee @RL_Caro Well, you're a fucking disgrace",0,3,0
318,RT @HHypocrisy101: We have more of a chance and opportunity now that we ever did with the rest of the spineless GoP...I think we might fina…,0,0,0
319,"RT @OGSaffron: And so Maghavan heard Sudas' cries for help, and so he sent forth mighty bolts to help the young chief, like a conquering he…",1,1,0
320,"Sun, 19 May 2019 23:50:00 +0900",1,1,0
321,RT @peoplefor: .@SenKamalaHarris: Has the President or anyone else at the White House ever suggested that you investigate anyone? Yes or no…,1,1,0
322,I love kissing and not rushing into things let's makeout for 10 mins then fuck that shit builds up 😆,0,3,0
323,"So apparently, shownu and hyungwon spend the night together. WE NEED SOME SELCAS U JFHSKHSJDJA",1,1,0
324,RT @kimpetras: why nobody say shit when dudes sing bout drugs n sex n alcohol but when a girl does it it’s wrong and vapid and stupid . thi…,0,0,0
325,RT @omayarvl: He fucks his half brother after he found out he was gay https://t.co/riQU0vzanz,0,2,0
326,RT @AphraBrandreth: You don’t need an excuse to #CelebrateChessington but cakes and face painting are always a bonus https://t.co/uV0NfXFDLz,1,1,0
327,"RT @PopCrave: 2 years ago today, @SelenaGomez released her most acclaimed single, “Bad Liar.” The Platinum-certified song peaked at #20 on…",1,1,0
328,"RT @triviamiroh: y’all ever just listen to maze of memories and realize that wow,,, 3racha rlly are fucking geniuses like... still haven’t…",0,2,0
329,RT @Diamond_Symmone: Posting a nigga was the most ghetto shit i have ever done,0,0,0
330,RT @BodegaaCat: If you defend this season you’re actually a clown. Even the writers and cast are saying it’s shit,1,1,0
331,I don’t not like James Charles! I think he’s great but ONLY for makeup. I don’t understand why everyone keeps hypin… https://t.co/yTSJtlKvP4,1,1,0
332,@VivanMarwaha @ProfVarshney But do middle class people want to vote terrorist accused...,1,1,0
333,"RT @idoItear: ugh he’s OWNING the carpet as usual, nobody else could EVER https://t.co/0XwfINMeB5",1,1,0
334,Like wtf is Dany gonna do just lock her in a cupboard!,0,3,0
335,@RoccoMckay4 @TheTonySlattery I think he’ll be just fine and can handle a pathetic troll,1,1,0
336,RT @snowfairyg: How do you think a 20 yr old yoongi would react if you told him one day he'd be rapping on stage in his own language in fro…,1,1,0
337,@DinoNuggetsYT When are you getting on worst games on roblox,1,1,0
338,"this was the thing i wrote for sungjae's bday in 2017 im emo as fuck ""i hope you will stay in my life for many year… https://t.co/AaFCJt0sIT",0,3,0
339,"RT @MyVeganMenu: Vegan Orange ""Chicken"" Stir Fry With Cauliflower - https://t.co/ryveYW0pRH 🌱

Tag someone who would 😍 this!

#food #foodpo…",1,1,0
340,"@SkyNews I honestly think it was a very bad mistake, no one would be stupid enough to tweet that if they actually meant it,",1,1,0
341,@Iunartaegi can you blow up angi’s tweet fake ass,0,3,0
342,RT @CountDankulaTV: This is another problem that far lefties often use. They NEED an excuse to go after you as you have been painted their…,1,1,0
343,@MCSmallyy I didn’t think we had one,1,1,0
344,"The goal is to become international, y’all have have that local shit",0,3,0
345,"RT @andreaacepedaa: friends: you good?
me: yea, fuck him 
also me:  https://t.co/jn9HYlr1Ss",0,2,0
346,RT @RachieeeGeee: feel so shit tonight :(,0,3,0
347,Rockets get two games to beat warriors with no KD. Zero excuses,1,1,0
348,And they’re usually way fuckin older than her fuck off,0,3,0
349,RT @nkaiferiii: I use y’all here bc I cannot relate ijn. My confrontational ass is just waiting for anyone to do something I don’t like so…,0,3,0
350,RT @grins_mp3: my brother leaving this note on the couch for our turtle while he’s away at school https://t.co/0DViGF5vJU,1,1,0
351,"RT @KeithOlbermann: PERFECTLY-BEHAVED MACY IS ON TOMORROW’S KILL LIST, ANYWAY. A “1” on the behavior school means ideal with people AND dog…",1,1,0
352,"@votebates @DamianGreen @Conservatives @ToryCanvass @KentTories @AshfordCCA No, the local elections 2019 have becom… https://t.co/Na6GxKbGW4",1,1,0
353,"RT @chloebennet: Literally though, what the fuck am I doing here? 📷 @EricRayDavidson https://t.co/1yx7xpji4S",0,3,0
354,i hate psy stat for making me go to school at 8 on a FRIDAY but at least a) i was cute and b) our presentation went… https://t.co/YKDsR0IVaa,1,1,0
355,@Bernlennials Middle ground = Fuckin Failure you goddam old fool!,0,2,0
356,"RT @philsadelphia: in honor of paul rudd hosting SNL tonight, here we have his groundbreaking role as dan charles aka one direction’s bigge…",1,1,0
357,"RT @GOPChairwoman: We've added 6 MILLION jobs since @realDonaldTrump’s election, unemployment is at record lows &amp; wages are on the rise.

O…",1,1,0
358,OH FUCK,0,3,0
359,RT @muftimenk: Don’t stress over things you can’t control. Hand it over to the Almighty. There’s no need to spend sleepless nights thinking…,1,1,0
360,RT @Stunna4Vegas_: Big 4️⃣✖️ out now everywhere fuck nigga,0,3,0
361,RT @untilthespring: FUCK YALL A NON-ENGLISH-SPEAKING ARTIST WON TOP GROUP OF THE YEAR IN TRUMP'S AMERICA THIS IS THE MF REVOLUTION,0,2,0
362,"RT @DrOlufunmilayo: Darling Tonto,
please kindly think of a few things:

Think of your son.
Think of yourself.
Think beyond now.
Think of t…",1,1,0
363,"RT @incorrecttdbkdk: katsuki: move it halfie, I'm claustrophobic

shouto: what does claustrophobic means?

izuku: it means he’s afraid of s…",1,1,0
364,The fact that thor just walked past on loki cell is forever going to haunt me bye-,1,1,0
365,"RT @katiejorummie: so I posted this pic on Facebook, and my dad responded with this and I just wanna know why he thought my emotions could…",1,1,0
366,this shit getting ridiculous,0,3,0
367,"@Kay2kraybaybay @CoryxKenshin No , like I actually need a dad",1,1,0
368,@weedcriticsTm @SenThomTillis @DonaldJTrumpJr Hell yeah it has.  Why don’t they just release the fucking report if… https://t.co/nLzDzLDtWZ,0,3,0
369,@Discord_Awards ASY YOUR FUCKING SLACKING,0,3,0
370,RT @itsaprilina: Bro am I reading this correctly ? Like deadass is this real life? What in the fuck is wrong with y’all. This is white priv…,0,3,0
371,"RT @ikonida: hanbin: yeri do it with me

yeri: not this shit again https://t.co/1UkX0tQW9S",0,3,0
372,@LVanroon @LennieMerrick1 @flyraccoonfly @LoveWestley @peterwalker99 @benshapiro You were right about the ‘simple’ bit,1,1,0
373,YOU'RE FRIENDLY WITH ALL BANGTAN 💞 JIMIN AND YOU ARE SOULMATES https://t.co/7tfXUlgmgH,1,1,0
374,I get to wrk at 630 dnt talk to me until 830....i haven't woke up yet bitch,0,3,0
375,"Another hour! It's May 19, 2019 at 09:30AM",1,1,0
376,"And I know that 30k ain’t shit in the big picture but that’s almost double what I was at months before, and since I… https://t.co/Kk8u6uvyCR",0,3,0
377,RT @syeerazak: People always thought that having anxiety is okay and some of them think those people really don’t know how to control it. P…,1,1,0
378,@emerv99 @hippuscampo Congrats! You’re the 15th person to say that. And generally there are only two sexes at birth,1,1,0
379,RT @UberFacts: Nearly half of the highest Blood Alcohol Content measurements ever recorded were from people in Poland.,1,1,0
380,Minnie Jackson was talking her shit on this record bruh,0,3,0
381,RT @llaurenaaaa: @melanislays that shit make you wanna go home 😢😂,0,3,0
382,"RT @freedlander: “We’re not meddling in an election, we’re meddling in an investigation, which we have a right to do,” Mr. Giuliani said. “…",1,1,0
383,"RT @chokinghzard: Treat her like the fuck meat that she is, fuck her tight cunt hard and rough so she remembers who is her true master. htt…",0,3,0
384,Lame ass nigga doin lame ass shit,0,0,0
385,"RT @BlindMelon1967: DOIN' IT AGAIN 1990

THINGS YOU NEVER SEE
""You never see a Rolls Royce with a bumper sticker that says 'shit happens'.""…",0,3,0
386,i know it wont happen but what if shawn actually follows me holy shit im scared,0,3,0
387,@FaithGoldy ITS GETTING SO BAD WHERE I AM AND IVE GOT TO GET MY MOM DAD OUT THEY HAVE NO IDEA WHATS COMING THEIRS I… https://t.co/NDZDluoOoR,1,1,0
388,"RT @TellYourSonThis: &gt;Good people live in peaceful place
&gt;Shitty people come because it's nice &amp; affordable
&gt;Good people get tired of shitt…",1,1,0
389,RT @RoyKeane__: @JesseLingard Love How You Write Like A 12 Year Old Which Is Ironic Because That's Your Mental Age You Immature Fuck. Congr…,0,2,0
390,"@k_ovfefe Because you're an idiot. That is what they are saying, they think were all idiots.",0,2,0
391,RT @Ayo__Aroloye: So I promised my wife @glamourbyborah that when she moved to Lagos she would get a lot of jobs and I am bent on keeping t…,1,1,0
392,"RT @its_lexaa_: I just told my mom and we’re so proud of you, she said “fuck that racist Flanders bitch” https://t.co/WL1sLKhyOF",0,3,0
393,@mnnicole29 Old ass,0,3,0
394,"RT @ApostateRidvan: Ex-Muslim: I left Islam.

Muslim: So? Why do you have to tell everyone? What are your qualifications, you ignorant atte…",1,1,0
395,"RT @funder: Raise your hand if you agree, Putin owns the GOP. 🤚 #TrumpsGOP",1,1,0
396,"RT @JhaSanjay: Mr #Modi, You just said in UP  that after 2014 there has been no “ dhamaka” didn’t you? You were lying. Your lie has been fu…",0,0,0
397,"@OfADragonFey 190%

— because you know the rest",1,1,0
